INDRA UUID	Belief	PMID	Evidence	API	Subject	Predicate	Object
3d81f88e-00b6-481b-8a69-9f0dfa9fae09	0.94	14705110	MS patients have increased numbers of CRH-immunoreactive neurons coexpressing vasopressin (CRH/VP neurons), a sign of chronic activation of CRH neurons and increased CRH mRNA expression.	reach	p(HGNC:MTR)	directlyIncreases	p(HGNC:CRH)
b87fadb6-e3e3-4c1e-84dc-03559c82bbc6	0.95	14711894	It is proposed that exogenous ACTH acts via negative feedback to suppress the synthesis of corticotropin releasing hormone (CRH), a possible endogenous convulsant in infant brain tissue.	reach	p(HGNC:POMC)	directlyDecreases	act(p(HGNC:CRH))
b87fadb6-e3e3-4c1e-84dc-03559c82bbc6	0.95	14711894	The aim of this study was to determine whether systemic ACTH treatment in infant rats down-regulates the hippocampal CRH system, including CRH, CRH binding protein (CRH-BP), and CRH receptors (CRH-R1 and CRH-R2).	reach	p(HGNC:POMC)	directlyDecreases	act(p(HGNC:CRH))
e44b2097-67e2-4a8e-9609-fecd642e4675	0.92	14711894	The results of this study support the proposal that systemic ACTH treatment down-regulates CRH expression in infant brain, perhaps contributing to the therapeutic efficacy observed during treatment of infantile spasms.	reach	p(HGNC:POMC)	directlyDecreases	p(HGNC:CRH)
b0822523-ca7c-4828-a6bd-00365f726de2	0.95	14759497	Double immunolabelling with CRH antiserum revealed that CART increased the number of CRH neurons containing PCREB from 10.5 +/-1.2% to 87 +/-1.2% (P < 0.001) in fasting animals and from 3.7 +/-0.8% to 74 +/-5.3% (P < 0.001) in fed animals.	reach	p(HGNC:CARTPT)	directlyIncreases	act(p(HGNC:CRH))
32455b0c-6408-4b4f-9ba7-577fdf79fc9b	0.86	14764822	CRH down-regulated CRH-R1 and CRH-R2 mRNA expression in isolated adipocytes.	reach	p(HGNC:CRH)	directlyDecreases	p(HGNC:CRHR1)
798a78d8-88e3-4aa9-a11e-a15126ee063b	0.95	15044536	Oxytocin administration significantly attenuated the release of ACTH and corticosterone and the increase in corticotropin releasing factor mRNA expression in the hypothalamic paraventricular nucleus (PVN) in response to 30 min restraint.	reach	p(HGNC:OXT)	directlyDecreases	p(HGNC:CRH)
311943d5-c035-4ad6-a9e9-8ffc70417a47	0.94	1504782	This CRF induced muscle inhibition was blocked by the CRF antagonist, alpha-helical [Glu27] corticotropin releasing factor 9-41 (CRF 9-41).	reach	p(HGNC:C1QL1)	directlyDecreases	act(p(HGNC:CRH))
2099d587-0403-4ce3-b1cc-867083419c34	0.86	15073568	CRH, 10 (-7) M, significantly reversed the 5-HT (1.5 microg/mL and 15 microg/mL)-induced suppression of IFNg production.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:IFNG))
a9f673d8-a082-4107-963f-cd6375760be3	0.94	15073568	In one study, CRH significantly decreases IFNgamma production by cultured human peripheral blood immunocytes, whereas in other studies CRH increases the production of cytokines, such as IL-1, IL-2 and IL-6.	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:IFNG))
6c9dbfb7-88cd-4015-8fd3-80bd53b26798	0.86	15094330	An intracerebroventricular (ICV) injection of CRH (500 ng) to hatchery fish significantly increased the proportion of fish that were distributed downstream of a mid-stream release site.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:SH3PXD2A))
09db32f3-45a1-407d-bd01-18e94a67f172	0.95	15112058	Overexpression of progesterone receptor A (PR-A) or glucocorticoid receptor resulted in a decrease in CRH promoter activity following progesterone treatment, whereas an increase in promoter activity was observed with overexpressed PR-B.	reach	p(HGNC:NR3C1)	directlyIncreases	act(p(HGNC:CRH))
c3d52577-55cf-46d4-963c-6b4fd8d24856	0.86	15124712	The ICV administration of the CRH antagonist blocked the light-onset kindling induced decrease of SWS in a dose dependent manner.	reach	p(HGNC:CRH)	directlyIncreases	act(p(UP:B3MRI9))
c568b510-e322-41e0-8e30-90abf5898940	0.95	15129783	Finally, CORT administration produced an increase of CRH mRNA in the CeA and a decrease in the PVN.	reach	p(HGNC:CORT)	directlyIncreases	act(p(HGNC:CRH))
f4a13057-3288-40e9-aea8-5e5262bb4c7d	0.98	15171702	CRH dependent stimulation of NF-kappaB activity is consistent with accumulated data about role of this neuropeptide in the regulation of local epidermal homeostasis.	reach	p(HGNC:CRH)	directlyIncreases	act(p(FPLX:NFkappaB))
7aa8cc26-e596-446d-a6ee-5a9428e5b156	0.92	15288181	A nonpeptidic CRH receptor type 1 (CRH-R1)-specific antagonist decreased the expression of FasL by human trophoblasts, suggesting that CRH regulates the pro apoptotic potential of these cells in an auto-paracrine fashion.	reach	p(HGNC:CRH)	directlyDecreases	p(HGNC:FASLG)
dc7d303f-591d-43a3-8da2-274bd24c3cfa	0.95	15288182	Corticotropin releasing hormone (CRH) inhibits hypothalamic gonadotropin releasing hormone (GnRH) secretion, and glucocorticoids inhibit pituitary luteinizing hormone and ovarian estrogen and progesterone secretion.	reach	p(HGNC:CRH)	directlyDecreases	act(p(PFAM:PF00446))
a29da5b8-4771-44ff-96b3-c19d51675fce	0.86	15388650	CRH (10-100 nM) also stimulated MIF release from AtT20 cells but, unlike endotoxin and dexamethasone, it had no effect on MIF release from TtT/GF or RAW cells.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:MIF))
141fa093-9bd0-4305-97fa-db0784ae0ee2	0.98	1543015	In an attempt to clarify the mechanism of the CRH action, we have studied the effect of enhanced cholinergic tone induced by pyridostigmine on the CRH inhibition of the GH response to GHRH in a group of six normal men and six normal women.	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:GH1))
141fa093-9bd0-4305-97fa-db0784ae0ee2	0.98	1543015	In the same subjects, peripherally injected CRH (100 micrograms) significantly inhibited the GH response to GHRH (GH peaks 8.1 +/- 0.6 micrograms/l in men, p less than 0.005 and 9.9 +/- 0.7 micrograms/l in women, p less than 0.005).	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:GH1))
6cc064f5-89ba-4c21-89cf-eaf43e8cf9a8	0.86	15468147	Thus, CRH stimulated the expression of cytokeratin 1 and involucrin, and inhibited cytokeratin 14 on both mRNA and protein levels.	reach	p(HGNC:CRH)	directlyIncreases	p(HGNC:IVL)
9b0f5ffa-00d5-4d4a-aa29-2f1867eb99b6	0.86	15494460	In real-time RT-PCR experiments, CRH treatment increased the mRNA levels of steroidogenic acute regulatory protein and each of the enzymes needed to produce cortisol.	reach	p(HGNC:CRH)	directlyIncreases	p(IP:IPR029866)
41acc55f-1c7e-4663-92af-950380f2cc68	0.86	15494460	Induction of steroidogenic acute regulatory protein, cholesterol side chain cleavage (CYP11A), and 17alpha-hydroxylase (CYP17) mRNA by CRH was 6-, 4-, and 6-fold, respectively.	reach	p(HGNC:CRH)	directlyIncreases	act(p(PFAM:PF12252))
ec346999-b3ec-4666-9d85-f91c6d1aed51	0.95	15528398	Hindbrain neurons producing neuropeptide Y (NPY) and catecholamines (CA) then project to the forebrain where they contact GnRH neurons both directly and also indirectly via corticotropin releasing hormone (CRH) neurons to inhibit GnRH secretion.	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:GNRH1))
69e171ec-f593-41d2-a086-a8f833860333	0.95	15564578	ERalpha weakly stimulated CRH promoter transcriptional activity in a ligand independent manner.	reach	p(HGNC:ESR1)	directlyIncreases	act(p(HGNC:CRH))
dfb07da4-62d1-4b61-b80d-6c482a90a303	1.0	15591144	At the level of intracellular signaling, short-term application of WIN-55,212 -2 inhibited CRH induced cAMP accumulation and CREB phosphorylation.	reach	p(HGNC:CRH)	directlyIncreases	p(FPLX:CREB, pmod(Ph))
7e5a0aff-a616-41cb-a7f0-cc4cc93de339	0.88	15649420	Our data were as follows : (a) CRH induced rapid phosphorylation of conventional PKCalpha and PKCbeta, accompanied by parallel increase of their concentration within nucleus.	reach	p(HGNC:CRH)	directlyIncreases	p(HGNC:PRKCA, pmod(Ph))
db839b59-17e9-4bd9-9e6f-fc43dfbd4faa	0.88	15649420	Our data were as follows : (a) CRH induced rapid phosphorylation of conventional PKCalpha and PKCbeta, accompanied by parallel increase of their concentration within nucleus.	reach	p(HGNC:CRH)	directlyIncreases	p(HGNC:PRKCB, pmod(Ph))
7e5a0aff-a616-41cb-a7f0-cc4cc93de339	0.88	15649420	Our data were as follows: (a) CRH-induced rapid phosphorylation of conventional PKCalpha and PKCbeta, accompanied by parallel increase of their concentration within nucleus. (b) CRH suppressed the phosphorylation of novel PKCdelta and PKCtheta;, which remained in the cytosol. (c) CRH-induced transient phosphorylation of atypical PKClambda and had no effect on PKCmu. (d) The effect of CRH on each PKC isoenzyme was blocked by a CRHR1 antagonist. (e) Blockade of conventional PKC phosphorylation inhibited CRH-induced calcium ion mobilization from intracellular stores as well as the CRH-induced apoptosis and Fas ligand production.	sparser	p(HGNC:CRH)	directlyIncreases	p(HGNC:PRKCA, pmod(Ph))
db839b59-17e9-4bd9-9e6f-fc43dfbd4faa	0.88	15649420	Our data were as follows: (a) CRH-induced rapid phosphorylation of conventional PKCalpha and PKCbeta, accompanied by parallel increase of their concentration within nucleus. (b) CRH suppressed the phosphorylation of novel PKCdelta and PKCtheta;, which remained in the cytosol. (c) CRH-induced transient phosphorylation of atypical PKClambda and had no effect on PKCmu. (d) The effect of CRH on each PKC isoenzyme was blocked by a CRHR1 antagonist. (e) Blockade of conventional PKC phosphorylation inhibited CRH-induced calcium ion mobilization from intracellular stores as well as the CRH-induced apoptosis and Fas ligand production.	sparser	p(HGNC:CRH)	directlyIncreases	p(HGNC:PRKCB, pmod(Ph))
013c025c-c758-432d-a28b-7db810073f14	0.92	15694916	The microinjection of corticotropin releasing factor (CRF) into the MeA also increased the firing rate of AHA angiotensin II sensitive neurons, but the CRF induced increase of firing rate was not inhibited by pressure application of losartan onto AHA angiotensin II sensitive neurons.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:AGT))
3eb8bdf2-84aa-4a73-9c81-f302f80cf740	0.86	15710458	We found that IL-18 decreases basal and KCl stimulated CRH release from the hypothalamus.	reach	p(HGNC:IL18)	directlyDecreases	act(p(HGNC:CRH))
6cc064f5-89ba-4c21-89cf-eaf43e8cf9a8	0.86	15787816	CRH also increased AP-1 binding activity, cell granularity, cytokeratin 1 and involucrin expression, and inhibited cytokeratin 14 expression.	reach	p(HGNC:CRH)	directlyIncreases	p(HGNC:IVL)
12cd2de6-db47-4293-8154-48ecdbd76a19	0.95	15796756	In the present study, we examined whether corticotropin releasing factor (CRF) may be involved in the LPS induced inhibition of LH secretion.	reach	p(HGNC:CRH)	directlyDecreases	act(p(FPLX:LH))
1b799099-8ba0-4ff1-b947-32153c890660	0.94	15816833	CRH also inhibited production of IL-18 in human primary keratinocytes.	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:IL18))
6d8c8d24-b3cd-4c7e-ad3e-f327febbf424	1.0	15816833	In addition, CRH treatment induced rapid phosphorylation of p38 MAPK.	reach	p(HGNC:CRH)	directlyIncreases	p(FPLX:p38, pmod(Ph))
6d8c8d24-b3cd-4c7e-ad3e-f327febbf424	1.0	15816833	SB203580 were able to inhibit CRH-induced p38 MAPK phosphorylation.	sparser	p(HGNC:CRH)	directlyIncreases	p(FPLX:p38, pmod(Ph))
1b799099-8ba0-4ff1-b947-32153c890660	0.94	15860230	Furthermore, CRH induced IL-18 production could be blocked by N-acetyl-L-cystein (NAC), which suggests that reactive oxygen intermediates (ROI) may be involved in regulating IL-18.	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:IL18))
de3c4159-8eb8-4812-9878-39f7a318352f	0.94	15860230	Our data show that CRH enhanced IL-18 expression and significantly induced the secretion of functional IL-18 protein.	reach	p(HGNC:CRH)	directlyIncreases	p(HGNC:IL18)
6512144b-26ab-424c-85e9-123be4b87788	0.95	15882914	Intracerebroventricular (icv) injections of PACAP also elevate steady-state CRH mRNA levels in the paraventricular nucleus (PVN), but it is not known whether PACAP effects can be associated with acute stress responses.	reach	p(HGNC:ADCYAP1)	directlyIncreases	p(HGNC:CRH)
fe633686-9a18-46fd-b0c0-5bfd55174d3a	0.95	15888920	The present study tested the hypothesis that estradiol (E2) would decrease gluco-corticoid negative feedback, assessed from a dexamethasone (DEX) suppression test, and increase the response to corticotropin releasing factor (CRF) and that these effects would be attenuated by co-treatment with P4.	reach	p(UP:P27958)	directlyIncreases	act(p(HGNC:CRH))
e9ecbda4-51dc-407f-aea4-cb923d67bbf4	0.95	15894564	These results suggest that CRH or hypothalamic neuronal histamine mediates the GLP-1-induced suppression of feeding behavior, that CRH mediates GLP-1 signaling to neuronal histamine and that a functional link from GLP-1 to neuronal histamine via CRH constitutes the leptin signaling pathway regulating feeding behavior.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:GCG))
015e6816-8556-404c-9553-d83064779dc3	0.92	15904708	The ability of a CRH type 1 receptor antagonist, antalarmin, to block behavioral and colonic effects of central placement of CORT was also examined.	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:CORT))
f4622198-e488-43e5-9c87-bd46d293a284	0.86	15919058	Second, to determine whether CRH KO per se or a low corticosterone response to stress is required to induce CRF1 receptor mRNA expression in the PVN in mice, the response of adrenalectomized WT mice was examined.	reach	p(HGNC:CRH)	directlyIncreases	p(PFAM:PF10380)
0a15b802-ac32-401b-a1e7-b25e606e59aa	0.92	15919058	Since the response of tyrosine hydroxylase (TH) mRNA in the locus coeruleus (LC) to restraint was similar between CRH KO and WT mice, it is unlikely that enhanced noradrenergic input into the PVN was responsible for the CRF1 receptor mRNA induction in CRH KO mice.	reach	p(PFAM:PF10380)	directlyIncreases	act(p(HGNC:CRH))
2b3168b8-c5e5-44ee-93fc-995c4780754d	0.99	1596084	The neuroanatomical substrate of seizures induced by picomolar amounts of corticotropin releasing hormone in infant rats was investigated.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:CRH))
7ce8b478-b520-427d-876a-6a75c4026bef	0.95	15990457	In addition, some but not all, studies suggest that CRH promotes REM sleep.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:REM1))
fab8b1cc-f85d-4363-984d-9f00bba2d4bd	0.95	16042796	For example, TNFalpha increases the secretion of CRH (corticotrophin releasing hormone) from the hypothalamus, which in turn results in an increased secretion of ACTH.	reach	p(HGNC:TNF)	directlyIncreases	act(p(HGNC:CRH))
5a177d44-5dd9-4e37-92b8-e17d8c2d40d7	0.95	16081071	High CRH may be caused by increased central TNFalpha and IL-6 expression.	reach	p(HGNC:IL6)	directlyIncreases	act(p(HGNC:CRH))
5c442bdb-c8bb-47d7-9f4c-418e3ba95240	0.86	16099461	CRH R1 mediates PRL secretion and PRL mRNA expression in the pituitary under hypoxic exposure.	reach	p(HGNC:CRH)	directlyIncreases	p(HGNC:PRL)
754b1128-1ef6-493e-9e77-52b61e70152a	0.95	16099461	This study also investigates the involvement of the corticotropin releasing hormone receptor 1 (CRH R1) in the hypoxia induced PRL response.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:PRL))
11e44606-0159-48ea-9ffa-4fd4dadfd80c	0.95	16144820	The corticotropin releasing hormone mRNA in PVN was diminished by DM and elevated by the lack of AVP without interaction.	reach	p(HGNC:AVP)	directlyDecreases	act(p(HGNC:CRH))
b70d531d-d8e3-49cc-8e5d-c12047799a5d	0.95	16236179	CRH was found in vitro to stimulate FasL expression in extravillous human trophoblasts, thereby enabling them to induce apoptosis of the surrounding activated T lymphocytes [XREF_BIBR].	reach	p(HGNC:CRH)	directlyIncreases	p(HGNC:FASLG)
7aa8cc26-e596-446d-a6ee-5a9428e5b156	0.92	16236179	Rats treated with a CRH receptor 1 (CRHR1) antagonist had diminished FasL endometrial expression and reduced number of implantation sites, suggesting that locally produced CRH promotes implantation and maintenance of early pregnancy mainly by killing activated T cells [XREF_BIBR].	reach	p(HGNC:CRH)	directlyDecreases	p(HGNC:FASLG)
c17cf0f8-9c7a-4b61-97a9-72085c3d0999	0.95	16245303	In skin cells CRH action is mediated by CRH-R1, a subject to posttranslational modification with expression of alternatively spliced isoforms.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:CRH))
7db19242-b8fe-4416-a8b3-aac130815ba7	0.95	1624675	Aberrant GH responses induced by CRH were found in 7 of 14 (50%) acromegalic patients (TRH responders : 10/13, 77%; LHRH responders : 2/9, 22%; GHRH responders : 10/12, 83%).	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:GH1))
7db19242-b8fe-4416-a8b3-aac130815ba7	0.95	1624675	Further, these patients received human CRH (1-41) NH2 (100 micrograms, iv) with or without dexamethasone (Dex) pretreatment (1 mg/100 ml saline, iv, from -30 to +30 min) to study the mechanism of CRH induced GH secretion, and a perifusion experiment was performed using adenoma tissue obtained at surgery from one patient (10 (-7) M CRH and TRH were added) to elucidate whether CRH acts directly at the pituitary level.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:GH1))
7db19242-b8fe-4416-a8b3-aac130815ba7	0.95	1624675	In these patients, percent GH increment induced by CRH ranged from 81 to 144% (Mean +/- SE, 118 +/- 8%), and the GH peak (19 +/- 3 min) appeared as early as after TRH (23 +/- 4 min, N = 10).	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:GH1))
311943d5-c035-4ad6-a9e9-8ffc70417a47	0.94	16253420	Corticotropin releasing factor (CRF) receptor type 1 (CRF (1) receptor) mRNA levels are down-regulated by CRF via the cyclic AMP protein kinase A (PKA) pathway.	reach	p(HGNC:C1QL1)	directlyDecreases	act(p(HGNC:CRH))
6d8c8d24-b3cd-4c7e-ad3e-f327febbf424	1.0	16332989	CRH also induced rapid phosphorylation of p38 MAPK, which was mimicked by 8-bromo-cAMP and was inhibited by H89 or SB203580.	sparser	p(HGNC:CRH)	directlyIncreases	p(FPLX:p38, pmod(Ph))
6d8c8d24-b3cd-4c7e-ad3e-f327febbf424	1.0	16332989	CRH also induced rapid phosphorylation of p38 MAPK, which was mimicked by 8-bromo-cAMP and was inhibited by H89 or SB203580.	reach	p(HGNC:CRH)	directlyIncreases	p(FPLX:p38, pmod(Ph))
db20c9ef-496c-4e8a-8875-79ecc8d3db69	1.0	16332989	CRH did not stimulate ERK or JNK phosphorylation and did not increase intracellular calcium levels.	sparser	p(HGNC:CRH)	directlyIncreases	p(FPLX:ERK, pmod(Ph))
db20c9ef-496c-4e8a-8875-79ecc8d3db69	1.0	16332989	CRH did not stimulate ERK or JNK phosphorylation and did not increase intracellular calcium levels.	reach	p(HGNC:CRH)	directlyIncreases	p(FPLX:ERK, pmod(Ph))
03a82d08-209a-4347-a001-a4979bee9a94	0.94	16396985	These data suggest that chronic stress selectively targets brain circuits responsible for integration of psychogenic stimuli, resulting in decreased HPA axis responsiveness, possibly mediated in part by transitory alterations in PVN CRH expression.	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:HPSE))
120d3e58-1798-4627-a8d4-e757e29908b9	0.95	1641072	The results indicated that IL-1 beta (10 (-11) to 10 (-7) M), IL-6 (0.06 x 10 (-10) to 0.4 x 10 (-10) M), TNF-alpha (6 x 10 (-9) to 6 x 10 (-7) M) and TF5 (5-500 micrograms/ml) but not LPS (1-100 ng/ml) significantly enhanced hypothalamic CRH secretion above baseline in a concentration related fashion.	reach	p(HGNC:IL1B)	directlyIncreases	act(p(HGNC:CRH))
fab8b1cc-f85d-4363-984d-9f00bba2d4bd	0.95	1641072	The results indicated that IL-1 beta (10 (-11) to 10 (-7) M), IL-6 (0.06 x 10 (-10) to 0.4 x 10 (-10) M), TNF-alpha (6 x 10 (-9) to 6 x 10 (-7) M) and TF5 (5-500 micrograms/ml) but not LPS (1-100 ng/ml) significantly enhanced hypothalamic CRH secretion above baseline in a concentration related fashion.	reach	p(HGNC:TNF)	directlyIncreases	act(p(HGNC:CRH))
fe9981e9-7e07-4544-9c58-9fce0be721ba	0.86	16424794	Corticotropin releasing hormone induced a significant time- and concentration dependent increase of cell adhesion as well as monocytic MAC-1 expression; endothelial ICAM-1 and VCAM-1 expression was not altered.	reach	p(HGNC:CRH)	directlyIncreases	p(PFAM:PF09028)
8a80d0f3-9922-4f1d-a740-98ade6daa8f5	0.92	16424794	In addition, corticotropin releasing hormone significantly increased monocytic ET-1 release whereas nitric oxide release was decreased.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:EDN1))
9ebdf707-9b58-478c-8a08-cd472b595786	0.92	16446741	Expression of AR in combination with testosterone repressed CRH promoter activity through the ARE.	reach	p(HGNC:AR)	directlyDecreases	act(p(HGNC:CRH))
9ce8318d-5ae7-4284-8eed-3ac6749a5b6d	0.95	16451219	The ability of ICER to inhibit CRH transcription was examined in the hypothalamic cell line, 4B, which expresses CRH.	reach	p(HGNC:CREM)	directlyDecreases	p(HGNC:CRH)
c231d316-7709-4b85-b68a-8239f37a7a3d	0.86	16452408	Either HPr or Crh were sufficient to cause CcpA dependent repression of the phoPR promoter in vivo.	reach	p(HGNC:CRH)	directlyDecreases	act(p(UP:P46828))
bb272fa1-26a7-4223-bec5-9bab533a9a21	0.95	16556758	In this study, leptin (1 nm) significantly increased the release of CRH from ex vivo hypothalamic explants by 207 +/- 8.4% (P < 0.05 vs. basal), an effect blocked by the administration of anti-NMU IgG.	reach	p(HGNC:LEP)	directlyIncreases	act(p(HGNC:CRH))
c568b510-e322-41e0-8e30-90abf5898940	0.95	16574788	However, both candesartan and ramipril significantly reduced CRH stimulated plasma levels of ACTH (-26 and -15%) and CORT (-36 and -18%) and lowered hypothalamic CRH mRNA (-25 and -29%).	reach	p(HGNC:CORT)	directlyIncreases	act(p(HGNC:CRH))
61e0caf7-5eb4-4aec-8dc4-2262708bd486	0.92	16574788	However, both candesartan and ramipril significantly reduced CRH stimulated plasma levels of ACTH (-26 and -15%) and CORT (-36 and -18%) and lowered hypothalamic CRH mRNA (-25 and -29%).	reach	p(HGNC:CRH)	directlyDecreases	p(HGNC:CORT)
b6bf9266-b560-4640-9868-a1f86bbf7510	0.95	1660514	We have therefore investigated whether this form of ANP can inhibit CRH stimulated ACTH and cortisol release in human subjects.	reach	p(HGNC:NPPA)	directlyDecreases	act(p(HGNC:CRH))
cd0be38c-46d9-41df-9316-c42c10644a16	0.86	1663842	CRH or virus induce ACTH 1-39 and beta-END, whereas inductions with LPS yield major products of ACTH 1-22 to 1-26 and gamma-END, products that are for the most part unique to the immune system.	reach	p(HGNC:CRH)	directlyIncreases	act(p(UP:B7I895))
dd4dcefe-37af-4d6f-a99e-465ff863fcf9	0.92	1664369	The action of ET3 was virtually abolished by pretreatment of CRH-antagonist alpha helical CRH (150 micrograms and rat icv).	reach	p(HGNC:EDN3)	directlyDecreases	act(p(HGNC:CRH))
238f4cb1-235e-4f53-9da0-66b3edbda90a	0.95	16684115	HPr kinase and phosphorylase (HPrK/P), a central metabolic regulator in many Gram positive bacteria, reversibly phosphorylates HPr and Crh, thus controlling their activities as effectors of CcpA predominantly in carbon catabolite repression (CCR).	reach	p(HGNC:HPR)	directlyIncreases	p(HGNC:CRH, pmod(Ph))
238f4cb1-235e-4f53-9da0-66b3edbda90a	0.95	16684115	HPr kinase/phosphorylase (HPrK/P), a central metabolic regulator in many Gram-positive bacteria, reversibly phosphorylates HPr and Crh, thus controlling their activities as effectors of CcpA predominantly in carbon catabolite repression (CCR).	sparser	p(HGNC:HPR)	directlyIncreases	p(HGNC:CRH, pmod(Ph))
f54e6c4f-6176-4503-a231-0020599f89f3	0.95	16740657	In addition to CRH effects, UVB activated the POMC promoter, POMC mRNA expression, and ACTH release, whereas an antagonist of the CRH receptor 1 abrogated the UVB stimulated induction of POMC.	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:POMC))
e6dbcf53-1478-4ff1-8f9f-ac60e6c322ad	0.86	16857896	To test this hypothesis, we used two independent approaches, administering either RU-486, a GC receptor antagonist that inhibits GC action, or antalarmin, a corticotropin releasing hormone (CRH) receptor antagonist that prevents increased GC production in the face of PS.	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:GC))
f874b9c7-b6eb-4feb-b2d6-666a37ffde38	0.95	16918397	Corticotropin releasing factor (CRF) and the related urocortin peptides mediate behavioral, cognitive, autonomic, neuroendocrine and immunologic responses to aversive stimuli by activating CRF (1) or CRF (2) receptors in the central nervous system and anterior pituitary.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:C1QL1))
2decb71a-64c9-45d4-b9dd-cd833472fd8a	0.86	16943587	ADX enhanced hypothalamic CRH mRNA levels were reduced by ghrelin icv administration only when animals received B replacement therapy.	reach	p(HGNC:GHRL)	directlyDecreases	p(HGNC:CRH)
b87fadb6-e3e3-4c1e-84dc-03559c82bbc6	0.95	16959375	Knockdown of POMC levels by transfecting cells with antisense oligonucleotides blocks the effect of CRH on NF-kappaB signaling indicating that the above inhibition is indirect, e.g. through activation of POMC.	reach	p(HGNC:POMC)	directlyDecreases	act(p(HGNC:CRH))
2b340dd1-94e1-4149-9c5d-6a8afd57fc83	0.94	16982600	In contrast, the inhibitor of PKC phosphorylation blocked the effect of CRH only in calcium-free conditions.	reach	p(FPLX:PKC)	directlyIncreases	act(p(HGNC:CRH))
8a80d0f3-9922-4f1d-a740-98ade6daa8f5	0.92	17011352	CRH induced a significant increase of ET-1 release, and the effect was abolished by the CRH-receptor antagonist astressin.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:EDN1))
8a80d0f3-9922-4f1d-a740-98ade6daa8f5	0.92	17011352	CRH-R2 is expressed on human endothelial cells, mediating the CRH induced stimulation of ET-1 release, whereas NO release is not affected.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:EDN1))
141fa093-9bd0-4305-97fa-db0784ae0ee2	0.98	17044942	Via the release of somatostatin, hypothalamic CRH also inhibits growth hormone (GH), thyrotropin releasing hormone (TRH) and thyrotropin secreting hormone (TSH) secretion thereby suppressing growth, reproduction, and thyroid functions [XREF_BIBR].	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:GH1))
141fa093-9bd0-4305-97fa-db0784ae0ee2	0.98	17044942	Via the release of somatostatin, hypothalamic CRH also inhibits growth hormone (GH), thyrotropin-releasing hormone (TRH) and thyrotropin secreting hormone (TSH) secretion thereby suppressing growth, reproduction, and thyroid functions [ xref ].	sparser	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:GH1))
260605bf-d2cb-4c91-9d7e-353e2f98d193	0.92	17170093	Since CRH has been shown to activate the phospholipase C protein kinase C (PKC) signal pathway in placenta, we examined whether the effect of CRH on progesterone synthesis was dependent on PKC signal pathway.	reach	p(HGNC:CRH)	directlyIncreases	act(p(FPLX:PKC))
b7738081-c527-44d2-9552-6c29dff66883	0.95	17180318	Administration of the corticoliberin antagonist alpha h CRF (9-41) (centrally, 6.5 nmol) 60 min before tripeptide completely blocked the antinociceptive effects of CRF (4-6) (6 nmol).	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:C1QL1))
db20c9ef-496c-4e8a-8875-79ecc8d3db69	1.0	17181633	Furthermore, CRH induced the phosphorylation of ERK1/2.	reach	p(HGNC:CRH)	directlyIncreases	p(FPLX:ERK, pmod(Ph))
748b83ee-dd42-4562-be90-b245fd42fd87	1.0	17197073	In melanocytes and fibroblasts CRH induced CRH-R1 stimulation upregulates POMC expression and production of ACTH through activation of cAMP dependent pathway (s).	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:CRHR1))
f54e6c4f-6176-4503-a231-0020599f89f3	0.95	17283243	We compared the suppression of CRH stimulated ACTH release by dexamethasone in proestrus pituitary compared with estrus and in OVX compared with estradiol treated OVX tissue.	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:POMC))
