INDRA UUID	Confidence	Citation Source	Citation Reference	Evidence	Subject	Predicate	Object
e338b5e8-ed36-4cdb-a1ec-30849618e174	0.65	PubMed	17636789	It is unclear whether tau accumulation or its conformational changes are related to tau induced ND [XREF_BIBR].	p(HGNC:MAPT)	directlyIncreases	act(a(PUBCHEM:25145403))
54231bc4-9986-4dbd-8e2a-64dbfec50fe8	0.86	PubMed	6545322	These findings suggest that (1) LB pathology can influence the clinical features of familial AD, (2) the E184D mutation of presenilin-1 may be associated with the LB formation through Abeta overproduction, although the process of LB formation is strongly affected by other unknown mechanisms, (3) in neurodegenerative disorders with LBs, there is a common pathophysiological background inducing NAC accumulation in neuritic plaques and astrocytes, and (4) the NAC accumulation in neuritic plaques is modulated by the abnormally aggregated tau protein.	p(HGNC:MAPT)	directlyIncreases	act(a(CHEBI:7421))
54231bc4-9986-4dbd-8e2a-64dbfec50fe8	0.86	PubMed	17405244	Corresponding OPLS-DA loading S-plots showed that Tau, Cho, and GPC were contributing metabolites for the prediction of a pathologic response to NAC (XREF_FIG).	p(HGNC:MAPT)	directlyIncreases	act(a(CHEBI:7421))
0cd5b34d-9394-41be-80f3-fd61eda334e1	0.92	PubMed	19074461	Tau knockdown impairs autophagy in NPC1 deficient cells.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:NPC1))
0cd5b34d-9394-41be-80f3-fd61eda334e1	0.92	PubMed	19074461	Control and NPC1 deficient cells were treated with MAPT or non targeted siRNAs, and then labeled for 48 hours with 3 H-leucine.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:NPC1))
0cd5b34d-9394-41be-80f3-fd61eda334e1	0.92	PubMed	19074461	NPC1 deficient fibroblasts treated with MAPT siRNAs demonstrated significantly lower levels of long lived protein degradation than cells treated with non targeted siRNAs (XREF_FIG).	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:NPC1))
88f0763c-c1c6-4e94-8480-e055780e6d84	0.65	PubMed	18697348	Pseudophosphorylation of tau at the AT8 epitope (comprised of Ser199, Ser202, and Thr205) reduces the folding of the N terminus into the paperclip conformation, suggesting that phosphorylation of tau at these sites could increase PAD exposure.	p(HGNC:MAPT)	directlyIncreases	act(p(PFAM:PF03068))
f6dc3de1-2629-4131-86ba-c610dcd9a73f	0.95	PubMed	26444794	Our results suggest that the MAPT H1 haplotype increases the risk of PD, PSP, and non APOE epsilon4 AD.	p(HGNC:MAPT)	directlyIncreases	act(bp(MESH:D010300))
f6dc3de1-2629-4131-86ba-c610dcd9a73f	0.95	PubMed	21130530	Therefore, our study is in agreement with the fact that hypophosphorylation of tau could also be a cause of PD and this is especially true for populations that are H1-only or with high frequency of H1 ().	p(HGNC:MAPT)	directlyIncreases	act(bp(MESH:D010300))
f6dc3de1-2629-4131-86ba-c610dcd9a73f	0.95	PubMed	24559644	The interaction between the functional promoter SNP and the variant may also imply that the overexpressed tau might potentiate the pathogenic effect of LRRK2 and accelerate the disease onset of the -associated PD.	p(HGNC:MAPT)	directlyIncreases	act(bp(MESH:D010300))
f6dc3de1-2629-4131-86ba-c610dcd9a73f	0.95	PubMed	16486494	The results showed that MPTP decreased the dopaminergic neurons in the substantia nigra and dopamine in the striatum, downregulated the expression of tyrosine hydroxylase (TH), induced the impairment of behavior and hyperphosphorylation of tau, However, 6-hydroxy-1-H-indazole decreased the loss of dopaminergic neurons, increased dopamine concentration and TH expression, alleviated the behavioral damage and level of phosphor-tau in the MPTP induced model of PD in C57BL/6 mice.	p(HGNC:MAPT)	directlyIncreases	act(bp(MESH:D010300))
f6dc3de1-2629-4131-86ba-c610dcd9a73f	0.95	PubMed	18759758	All interaction tests were far from nominal significance : while both SNCA and MAPT SNPs independently increased the risk of PD, their joint effects were not different from that expected under a multiplicative model.	p(HGNC:MAPT)	directlyIncreases	act(bp(MESH:D010300))
f6dc3de1-2629-4131-86ba-c610dcd9a73f	0.95	PubMed	21391235	All interaction tests were far from nominal significance : while both SNCA and MAPT SNPs independently increased the risk of PD, their joint effects were not different from that expected under a multiplicative model.	p(HGNC:MAPT)	directlyIncreases	act(bp(MESH:D010300))
f6dc3de1-2629-4131-86ba-c610dcd9a73f	0.95	PubMed	18509691	The MAPT gene on chromosome 17 has been extensively investigated in FTD 11 and has been recently implicated in AD 14 and PD, 15 suggesting that tau pathology might jointly contribute to FTD, AD and PD.	p(HGNC:MAPT)	directlyIncreases	act(bp(MESH:D010300))
f6dc3de1-2629-4131-86ba-c610dcd9a73f	0.95	PubMed	22013004	MAPT variants associated with FTD also increase the risk of developing PD.	p(HGNC:MAPT)	directlyIncreases	act(bp(MESH:D010300))
46efd7ce-15c8-407a-b10d-08a7b03660ec	0.86	PubMed	13635437	Since then, we have investigated a second novel PHF-tau targeting PET imaging agent, [F18]-T808, with different pharmacokinetic characteristics, which may be favorable for imaging Alzheimer 's disease and other tauopathies.	p(HGNC:MAPT)	directlyIncreases	act(p(PFAM:PF06297))
46efd7ce-15c8-407a-b10d-08a7b03660ec	0.86	PubMed	13635437	We have recently reported early clinical results of a novel PHF-tau targeting PET imaging agent, [F18]-T807.	p(HGNC:MAPT)	directlyIncreases	act(p(PFAM:PF06297))
193e0bd9-6a04-4874-b209-ff0e6150a57a	0.65	PubMed	12430375	Forty Wistar male albino rats were used in the study and were divided into four groups : group 1, control; group 2, BLM induced PF group; group 3, BLM induced PF and treated with PA group; and group 4, BLM induced PF and treated with Tau group.	p(HGNC:MAPT)	directlyIncreases	act(a(PUBCHEM:35595))
396f76ba-f37f-4258-9d5b-66a7d3208f50	0.65	PubMed	16697218	Furthermore, abnormal Tau phosphorylation at Thr231 did not allow any change in Pin1 cellular distribution, arguing against the hypothesis of Pin1 nuclear depletion following Tau abnormal phosphorylation.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:PIN1))
e51df018-8e5d-4b8b-9354-55dea2c1053c	0.65	PubMed	11765358	PKA catalytic activity in cell-free extracts was stimulated by Tau and unchanged by Cys, Gly and Met.	p(HGNC:MAPT)	directlyIncreases	act(p(FPLX:PKA))
f136cd0c-0726-4c17-8ab3-1e8dc5ca8e82	0.65	PubMed	12092206	PLCgamma1 can be activated by receptor tyrosine kinases (i.e. : PDGFR, EGFR, FGFR, Trk), as well as non receptor protein kinases (Src, Syk, Tec) or phosphatidic acid, tau protein and its analogue.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:PLCG1))
5af0b8bd-ece0-413f-aeb1-e40d7bcf2538	0.86	PubMed	16135025	Moreover, both variants of Tau produced extensive PM blebbing associated with cortical redistribution of filamentous actin (F-Actin).	p(HGNC:MAPT)	directlyIncreases	act(a(PUBCHEM:1052))
5af0b8bd-ece0-413f-aeb1-e40d7bcf2538	0.86	PubMed	16135025	In addition, when glial cells showing Tau induced PM blebbing were incubated with inhibitors of the Rho associated protein kinase (ROCK) signaling pathway, both formation of abnormal PM blebs and F-Actin remodeling were avoided.	p(HGNC:MAPT)	directlyIncreases	act(a(PUBCHEM:1052))
56a42c38-068d-4fe0-ae80-a6017bfdaefa	0.65	PubMed	20213248	We achieve direct therapeutic targets such as APP, MAPT (also known as Tau), PPARG 70, MMP9, MMP2 XREF_BIBR, XREF_BIBR, and HTR2A (also known as 5-HT2A), GRIN2B (glutamate ionotropic receptor NMDA type subunit 2B), and GRIA1 (glutamate ionotropic receptor AMPA type subunit 1) 73 or downstream potential targets such as PTGS2 74 or NOS2 75 that are associated with neuroinflammation or various diseases of nervous system.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:PPARG))
12ca26b8-dc6b-48e7-b3c2-7889c271519a	0.86	PubMed	19036150	Previous work indicated that PP1 is targeted to microtubules by the protein Tau, however, Tau has not been identified by proteomics in flagella from Chlamydomonas or in axonemal fraction from cilia of human cells.	p(HGNC:MAPT)	directlyIncreases	act(p(FPLX:PPP1))
12ca26b8-dc6b-48e7-b3c2-7889c271519a	0.86	PubMed	18920648	However, recent work identified a signaling cascade by which pathological forms of tau activate axonal PP1.	p(HGNC:MAPT)	directlyIncreases	act(p(FPLX:PPP1))
a7604866-b1c6-4ea8-8720-91cc059b9440	0.86	PubMed	4952200	Taurine (Tau), a putative inhibitory amino acid neurotransmitter, has been shown to stimulate prolactin (PRL) release.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:PRL))
a7604866-b1c6-4ea8-8720-91cc059b9440	0.86	PubMed	4952200	It is concluded that Tau acts at a central level to increase PRL secretion, most probably by modulating the hypothalamic release of neurotransmitters controlling lactotroph function.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:PRL))
242c2c42-ede7-4734-a59b-dbd3c6f6358b	0.65	PubMed	21261718	Abnormal phosphorylation of the tau protein that leads to NFT formation, BAP deposits, high concentration of amyloid precursor protein (APP), caspase-3, the presenilin 1 and 2 gene and nitric oxide are considered to be important triggers of neuronal and glial apoptosis <ce:cross-refs refid="BIB1 BIB2 BIB3 BIB4 BIB5 BIB6 BIB7 BIB8 BIB9 BIB10 BIB11 BIB12 BIB13 BIB14 BIB15 BIB16 BIB17 BIB18 BIB19 BIB20 BIB21 BIB22 BIB23 BIB24 BIB25"> [1-25] </ce:cross-refs>.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:PSEN1))
260bc1a5-57ac-4634-8dc1-249f317d90e3	0.65	PubMed	23684085	In tau, aminoacids 2-18 activate this pathway, suggesting that disease associated changes in the conformation of tau can increase exposure of the phosphatase activating domain.	p(HGNC:MAPT)	directlyIncreases	act(p(FPLX:Phosphatase))
6304541c-71d1-40a8-ba4e-0be74bd38497	0.92	PubMed	10351088	In addition, we found that an excess of tau protein, as a HDAC6 inhibitor, prevents induction of autophagy by inhibiting proteasome function.	p(HGNC:MAPT)	directlyIncreases	act(p(FPLX:Proteasome))
6304541c-71d1-40a8-ba4e-0be74bd38497	0.92	PubMed	17589397	Recently, Myeku et al. reported that tau can induce dysfunction of the 26S proteasome which can be prevented by activating cAMP-PKA signaling.	p(HGNC:MAPT)	directlyIncreases	act(p(FPLX:Proteasome))
6304541c-71d1-40a8-ba4e-0be74bd38497	0.92	PubMed	9106093	We further show that the phosphorylation of Tau by the LKB1-MARK signaling triggers proteasome mediated degradation of Tau.	p(HGNC:MAPT)	directlyIncreases	act(p(FPLX:Proteasome))
f87e7fae-2625-491f-b8c0-1831f4273cad	0.65	PubMed	17711880	Tau pathology promotes the formation of insoluble RBP aggregates.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:RBP4))
93d2cfcc-fdab-4c7f-bfd5-d723055d6b9c	0.86	PubMed	16849662	Based on the Reelin dependent modulation of several AD-relevant pathways, including APP proteolytic processing [XREF_BIBR, XREF_BIBR] and Tau phosphorylation [XREF_BIBR, XREF_BIBR], we were interested in determining whether these and other disease associated proteins were present in the aging associated Reelin-CAm deposits.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:RELN))
93d2cfcc-fdab-4c7f-bfd5-d723055d6b9c	0.86	PubMed	24252415	Based on the Reelin dependent modulation of several AD-relevant pathways, including APP proteolytic processing [XREF_BIBR, XREF_BIBR] and Tau phosphorylation [XREF_BIBR, XREF_BIBR], we were interested in determining whether these and other disease associated proteins were present in the aging associated Reelin-CAm deposits.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:RELN))
6d07dbfb-025f-4b5d-abd7-313a0d894a93	0.65	PubMed	25930997	POLDIP2 is also known as a regulator of NOX4; in smooth muscle cells, POLDIP2 induces RhoA via NOX4 activation and RhoA - ROCK (Rho kinase) increases Tau mediated neurodegeneration and RhoA and Rock inhibition by Rock inhibitor reduces Tau protein level.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:RHOA))
0ad9a129-f206-4190-bcda-a1ef872f6bcf	0.65	PubMed	21350363	</ce:para> </ce:section> <ce:section id="cesec150" view="all"> <ce:section-title> Okadaic-Acid-Induced Activation of ERK1/2, MEK1/2, and p70 S6 Kinase and Phosphorylation of Tau Are Reversed by PP-2A </ce:section-title> <ce:para id="para250" view="all"> To confirm that the increase in the immunohistochemical staining of the OA treated brain slices with antibodies to phosphorylated (active) kinases and to hyperphosphorylation of tau was specifically due to inhibition of PP-2A activity, and that the antibodies used were specific to the phosphorylated enzymes, we incubated some of the OA treated tissue sections with purified PP-2A before immunostaining.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:RPS6KB1))
0c2dfd01-0a0b-45c5-bbe4-de7402f667ca	0.92	PubMed	26751496	Tau is a product of the microtubule associated protein (MAPT) gene, located on chromosome 17q21.1 [XREF_BIBR, XREF_BIBR, XREF_BIBR].	p(HGNC:MAPT)	directlyIncreases	act(p(UP:Q9DCV4))
0c2dfd01-0a0b-45c5-bbe4-de7402f667ca	0.92	PubMed	16061179	In the current study, we examined the localization patterns of normal Tau and the potential blast induced accumulation of neurotoxic variants of this microtubule associated protein that are believed to potentiate the neurodegenerative effects associated with synaptic dysfunction in the hippocampus following three successive blast overpressure exposures in nontransgenic rats.	p(HGNC:MAPT)	directlyIncreases	act(p(UP:Q9DCV4))
0c2dfd01-0a0b-45c5-bbe4-de7402f667ca	0.92	PubMed	17855665	Tau is a product of the microtubule associated protein (MAPT) gene, located on chromosome 17q21.1 [XREF_BIBR, XREF_BIBR, XREF_BIBR].	p(HGNC:MAPT)	directlyIncreases	act(p(UP:Q9DCV4))
5833391d-abcc-4bda-b474-bf2b44d90e52	0.65	PubMed	14251019	CK1epsilon (Tau) also accelerated in vitro molecular pacemaking in SCN lacking either PER1 or PER2, with a greater effect in PER2 dependent (i.e., Per1-null) SCN than in PER1 dependent slices.	p(HGNC:MAPT)	directlyIncreases	act(a(PUBCHEM:9322))
6ce45294-b54c-471e-8224-57bc2666d72c	0.86	PubMed	22558197	Tau induces cytoplasmic sequestration of SFPQ.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:SFPQ))
6ce45294-b54c-471e-8224-57bc2666d72c	0.86	PubMed	17972626	SFPQ modulates the splicing of Tau, while Tau mediated the nuclear depletion of PSF and SFPQ in Alzheimer 's and Pick 's disease together with a cytoplasmic accumulation [XREF_BIBR - XREF_BIBR], as well as a depletion in the brain of Down syndrome cases [XREF_BIBR].	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:SFPQ))
63c92296-7a6a-4e60-a8f7-0571a0b1189c	0.94	PubMed	17711880	Emerging evidence from several laboratories demonstrate that tau protein contributes to SG biology by promoting SG aggregation in a process that leads to tau concomitant aggregation.	p(HGNC:MAPT)	directlyIncreases	act(a(PUBCHEM:56951717))
63c92296-7a6a-4e60-a8f7-0571a0b1189c	0.94	PubMed	18529407	The role of tau in SG biology in neurons also suggests that kinases that regulate tau dynamics might also regulate tau mediated SG formation in neurons.	p(HGNC:MAPT)	directlyIncreases	act(a(PUBCHEM:56951717))
63c92296-7a6a-4e60-a8f7-0571a0b1189c	0.94	PubMed	18529407	PKR or PERK antagonists strongly inhibited tau mediated SG formation (XREF_FIG).	p(HGNC:MAPT)	directlyIncreases	act(a(PUBCHEM:56951717))
63c92296-7a6a-4e60-a8f7-0571a0b1189c	0.94	PubMed	18529407	We investigated whether inhibiting PKR or PERK, two kinases that phosphorylate eIF2alpha, might also inhibit tau mediated SG formation.	p(HGNC:MAPT)	directlyIncreases	act(a(PUBCHEM:56951717))
212f6c81-888a-4e2a-b7a4-777197c77154	0.86	PubMed	20190868	Moreover, Tau was also shown to stimulate the formation of SGs indicating that its interaction with the mRNA trafficking machinery maybe bi-directional [XREF_BIBR].	p(HGNC:MAPT)	directlyIncreases	act(p(PFAM:PF05002))
212f6c81-888a-4e2a-b7a4-777197c77154	0.86	PubMed	18529407	Analysis of cells overexpressing tau (4R0N, P301L) showed a decrease in total protein synthesis (measured by SUnSET assay) in response to tau overexpression in a Tet inducible HEK WT tau (4R0N) cell line following addition of doxycycline, which is consistent with the data above suggesting that tau promotes SGs and the translational stress response (XREF_FIG).	p(HGNC:MAPT)	directlyIncreases	act(p(PFAM:PF05002))
410deb95-7117-4338-a2f4-dabda72eb881	0.65	PubMed	15795090	Fish were individually treated with TAU (42, 150, and 400mg/L) for 1h and the behaviors were further analyzed for 6min in the novel tank or in the light-dark test.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:SH3PXD2A))
b8a8d63b-409e-4d89-bd85-c0816f82a57f	0.65	PubMed	12900789	We found a continuous raised hippocampal glutamate and an up-regulation of GLAST rather than GLT-1, NMDAR1, NMDAR2A/B, AMPAR or tau in hippocampus of aged rats associated with isoflurane induced learning and memory impairment.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:SLC1A3))
27b66a5b-fdd7-4282-902e-9715eb5aca02	0.65	PubMed	18271258	Fig. 3A), and meanwhile, Doublecortin (DCX), beta-III tubulin (Tubb3), microtubule associated protein 2 (MAP2), NeuroD1, synapsin 1 (SYN1), neural cell adhesion molecule (NCAM), and microtubule associated protein Tau (MAPT) were all up-regulated (Sup.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:SNAP25))
37cdb0ca-9ff2-4299-989a-2aa351b25272	0.65	PubMed	14358834	Tau increased the protein content of the alpha1.2 subunit of the Cav channels and the SNARE proteins SNAP-25 and Synt-1 in CHT islets, whereas in RHT, Kir6.2 and Synt-1 proteins were increased.	p(HGNC:MAPT)	directlyIncreases	act(p(PFAM:PF05739))
6acc531b-1c37-4e08-ab39-95f8cc7dd8f4	0.95	PubMed	21816655	It has been shown that MAPT induces fibrillization of alpha-synuclein [XREF_BIBR]; such fibrillization is proposed to be an initial step in the generation of PD-pathogenic alpha-synuclein aggregates.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:SNCA))
6acc531b-1c37-4e08-ab39-95f8cc7dd8f4	0.95	PubMed	17293050	Tau Enhances alpha-Synuclein Aggregation and Toxicity in Cellular Models of Synucleinopathy.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:SNCA))
6acc531b-1c37-4e08-ab39-95f8cc7dd8f4	0.95	PubMed	17139348	XREF_BIBR Activation of autophagy ameliorates beta-amyloid peptides and MAPT and tau pathology in an Alzheimer disease mouse model, XREF_BIBR enhances autophagic clearance of SNCA and alpha-synuclein oligomers in dopaminergic neurons, XREF_BIBR alleviates behavioral motor abnormalities and neuropathology in Huntington disease models, XREF_BIBR and promotes clearance of mutant SOD1 (superoxide dismutase 1) in models of amyotrophic lateral sclerosis.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:SNCA))
6acc531b-1c37-4e08-ab39-95f8cc7dd8f4	0.95	PubMed	20346323	MAPT induces fibrillization of alpha-synuclein, such that fibrillization is considered to be an initial step in the generation of PD-pathogenic alpha-synuclein aggregates XREF_BIBR.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:SNCA))
6acc531b-1c37-4e08-ab39-95f8cc7dd8f4	0.95	PubMed	16846010	Tau expression also enhances the toxicity and secretion of alpha-synuclein and promotes the formation of smaller alpha-synuclein inclusions in human neuroglioma (H4) cells and primary neuronal cultures [XREF_BIBR].	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:SNCA))
6acc531b-1c37-4e08-ab39-95f8cc7dd8f4	0.95	PubMed	18509094	Furthermore, it has been shown that tau promotes the assembly of alpha-synuclein into fibrils, which can further aggregate into Lewy bodies, the pathologic hall-mark of PD.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:SNCA))
6acc531b-1c37-4e08-ab39-95f8cc7dd8f4	0.95	PubMed	21945393	The change in alpha-Synuclein in Tau models suggests that Tau accumulation, increases the risk of alpha-Synuclein accumulation and may be a risk factor associated with Synucleinopathies and Parkinsonian disorders, including PSP (XREF_BIBR) and CBD (XREF_BIBR).	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:SNCA))
6acc531b-1c37-4e08-ab39-95f8cc7dd8f4	0.95	PubMed	22039514	Tau Enhances alpha-Synuclein Aggregation and Toxicity in Cellular Models of Synucleinopathy.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:SNCA))
4be3fb06-634a-41fc-85e2-6bfd6524f2a3	0.65	PubMed	18529407	Loss of tau abrogates TIA1 binding to five out of 14 proteins in this core network, RPL6, RPL7, EWSR1, SNRNP70, and RBM17, which points to a role for tau in this translational and transport machinery (XREF_FIG).	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:SNRNP70))
4c7400b0-23dc-4b7b-9a00-5fd1aa177847	0.65	PubMed	15659100	CAR, but not TAU, significantly increased low activities of SOD and GSH-Px.	p(HGNC:MAPT)	directlyIncreases	act(p(FPLX:SOD))
7ae36093-a805-4e22-9927-df59498ab08d	0.97	PubMed	24646911	As a scaffold protein, tau modulates the activity of Src tyrosine kinases, c-Src and Fyn, and facilitates c-Src-mediated actin rearrangements [XREF_BIBR].	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:SRC))
7ae36093-a805-4e22-9927-df59498ab08d	0.97	PubMed	17200775	As a scaffold protein, tau modulates the activity of Src tyrosine kinases, c-Src and Fyn, and facilitates c-Src-mediated actin rearrangements [XREF_BIBR].	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:SRC))
7ae36093-a805-4e22-9927-df59498ab08d	0.97	Other	sparser:Unknown	Here we investigated the activation of Src or Fyn by tau, both in vitro and in vivo.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:SRC))
7ae36093-a805-4e22-9927-df59498ab08d	0.97	PubMed	27306859	More specifically, it has been found that tau is required to target the Src kinase Fyn to the post-synapse, where it phosphorylates NMDA receptor subunits which then recruit the adaptor protein PSD-95 to facilitate the formation of an excitotoxic protein complex (Ittner etal.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:SRC))
bf65ed95-d972-4040-8d93-ce453678fd1c	0.65	PubMed	17711880	Tau pathology increases somatodendritic localization of TIA1, which is predominantly nuclear in healthy or unstressed cells.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:TIA1))
8ede0b24-1639-43d5-a61c-5d787df77d6e	0.94	PubMed	13141114	Lentiviral Tau or P301L expression significantly increased caspase-3 activity and TNF-alpha, but CX3CL1 was significantly higher in animals expressing Tau compared to P301L.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:TNF))
8ede0b24-1639-43d5-a61c-5d787df77d6e	0.94	PubMed	18869506	Lentiviral Tau or P301L expression significantly increased caspase-3 activity and TNF-alpha, but CX3CL1 was significantly higher in animals expressing Tau compared to P301L.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:TNF))
8ede0b24-1639-43d5-a61c-5d787df77d6e	0.94	PubMed	16872403	Especially, hUCB derived MSCs significantly reduced the levels of Abeta, BACE1, and Tau hyperphosphorylation by regulating neuroinflammatory responses including alternatively elevated microglia and decreased proinflammatory cytokines (IL-1beta and TNFalpha).	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:TNF))
8ede0b24-1639-43d5-a61c-5d787df77d6e	0.94	PubMed	21945393	3.4- Tau P301L and Tau wt differentially increase microglial activation and levels of Interleukin-6 and TNF-alpha in vivo.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:TNF))
6a84bd7c-23a3-48cf-a898-40452f46dbbc	0.86	PubMed	16630784	Furthermore, we observed that exogenous Tau species increase the number of TNTs established between primary neurons, thereby facilitating the intercellular transfer of Tau fibrils.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:TNNT1))
6a84bd7c-23a3-48cf-a898-40452f46dbbc	0.86	PubMed	17709590	For instance, Tau and other prion like proteins promote the formation of TNTs between neurons and thus their own intercellular transfer via TNTs which results in prion like propagation of Tau assemblies and propagation of neurodegenerative pathology.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:TNNT1))
f192a5b5-92fa-4558-8785-7ad5f8403b0b	0.65	PubMed	19933256	gamma and epsilon isoforms but not tau and sigma enhance specific-DNA binding of p53 in vitro.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:TP53))
5f84cdbf-18a6-418d-b1cf-edfad2bcefc3	0.65	PubMed	16603788	To evaluate oligodendrocyte response in neurodegenerative diseases (NDDs) with different extents of oligodendroglial protein deposition we performed immunostaining for tubulin polymerization promoting protein p25alpha (TPPP and p25alpha), alpha-synuclein (alpha-syn), phospho-tau, ubiquitin, myelin basic protein, and the microglial marker HLA-DR.	p(HGNC:MAPT)	directlyIncreases	act(p(HGNC:TPPP))
d4cad45f-75d7-4d9f-af2c-22fbc8338a5e	0.65	PubMed	17366265	This lowered all-cause mortality rate is consistent with a recent report comparing patients with TRD in the US Medicare system treated with TAU (46.2 per 1,000 person-years) with patients treated with VNS+TAU (19.9 per 1,000 person-years) XREF_BIBR.	p(HGNC:MAPT)	directlyIncreases	act(a(PUBCHEM:12388))
3ae1ec1e-62e5-4e22-a389-fc016e96c61f	0.65	PubMed	18621244	Pseudophosphorylation of Tau at S422 Enhances SDS-Stable Dimer Formation and Impairs Both Anterograde and Retrograde Fast Axonal Transport.	p(HGNC:MAPT)	directlyIncreases	act(bp(GO:"GO:0006810"))
2858ac60-f52f-4d7c-bd8a-2766d5150cbc	0.95	PubMed	18891296	The tau protein promotes tubulin polymerization and stabilizes microtubules.	p(HGNC:MAPT)	directlyIncreases	act(p(FPLX:Tubulin))
2858ac60-f52f-4d7c-bd8a-2766d5150cbc	0.95	PubMed	16906779	Tau promotes microtubule bundling in HeLa cells at elevated tau : tubulin fluorescence ratios while the N-terminal domain responsible for tau mediated cross-bridges clearly antagonizes their formation at lower ratios.	p(HGNC:MAPT)	directlyIncreases	act(p(FPLX:Tubulin))
2858ac60-f52f-4d7c-bd8a-2766d5150cbc	0.95	PubMed	1430933	However, dramatic quantitative and qualitative differences are observed between NVB and VLB or VCR in TAU induced aggregation of tubulin.	p(HGNC:MAPT)	directlyIncreases	act(p(FPLX:Tubulin))
2858ac60-f52f-4d7c-bd8a-2766d5150cbc	0.95	PubMed	16906779	On the one hand, in the absence of macromolecular crowding, tau 2N induces the formation of bundles at elevated tau : tubulin molar ratios.	p(HGNC:MAPT)	directlyIncreases	act(p(FPLX:Tubulin))
2858ac60-f52f-4d7c-bd8a-2766d5150cbc	0.95	PubMed	4887952	This is the first report showing that natural osmolytes, TMAO and betaine, at a near physiological concentration are able to stimulate tau induced tubulin assembly.	p(HGNC:MAPT)	directlyIncreases	act(p(FPLX:Tubulin))
2858ac60-f52f-4d7c-bd8a-2766d5150cbc	0.95	PubMed	3623629	In a normal mature neuron, microtubule associated protein tau promotes the assembly of tubulin into microtubules and maintains the structure of microtubules.	p(HGNC:MAPT)	directlyIncreases	act(p(FPLX:Tubulin))
2858ac60-f52f-4d7c-bd8a-2766d5150cbc	0.95	PubMed	3623629	PHF-tau did not promote assembly of bovine tubulin into microtubules whereas tau from the dephosphorylated PHF produced a robust microtubule assembly.	p(HGNC:MAPT)	directlyIncreases	act(p(FPLX:Tubulin))
2858ac60-f52f-4d7c-bd8a-2766d5150cbc	0.95	PubMed	18742095	In contrast, the addition of unmodified tau greatly stimulated polymerization at all time points, and tau methylated at up to ~ 9 mol and mol promoted tubulin polymerization almost identically (XREF_FIG).	p(HGNC:MAPT)	directlyIncreases	act(p(FPLX:Tubulin))
2858ac60-f52f-4d7c-bd8a-2766d5150cbc	0.95	PubMed	17194941	It is well known that tau stimulates the assembly of tubulin into microtubules at tubulin concentrations below the critical concentration for tubulin self-assembly [XREF_BIBR].	p(HGNC:MAPT)	directlyIncreases	act(p(FPLX:Tubulin))
2858ac60-f52f-4d7c-bd8a-2766d5150cbc	0.95	PubMed	20388155	This level of tau is more than sufficient to promote complete assembly of the tubulin, yet the tau bands are barely visible on stained gels.	p(HGNC:MAPT)	directlyIncreases	act(p(FPLX:Tubulin))
