INDRA UUID	Confidence	Citation Source	Citation Reference	Evidence	Subject	Predicate	Object
5b91d04a-4c07-42ea-aa3f-175ea291fbf3	1.0	PubMed	26687548	NSun2 methylated the 5 '-untranslated region (UTR) of p27 mRNA at cytosine C64 in vitro and in cells, thereby repressing the translation of p27.	p(HGNC:CDKN1B)	directlyDecreases	act(bp(GO:"GO:0006412"))
90e9168d-637a-4ec6-8140-f2d64431933d	1.0	PubMed	16458085	Thus, one segment of p27 (the N-terminus) inhibits Cdk2 through binding induced protein folding while another (the C-terminus) remains flexible and accessible for ubiquitination and interaction with the degradation machinery.	p(HGNC:CDKN1B)	directlyDecreases	act(bp(GO:"GO:0006457"))
815b532f-517b-4867-af21-8622443c35ee	1.0	PubMed	10825149	Here we found that induction of pRb2 and p130 in vivo specifically inhibits cyclin A- and cyclin E associated kinase activity and by doing so induces p27Kip1 levels presumably by inhibiting p27Kip1 targeted proteolysis by cyclin E-Cdk2 phosphorylation of p27Kip1.	p(HGNC:CDKN1B)	directlyDecreases	act(bp(GO:"GO:0006508"))
87922140-cdbe-4d07-989d-fd57341de5e7	1.0	PubMed	25594310	Depletion of p27 inhibited colon cancer cell survival, and Rheb induction of autophagy.	p(HGNC:CDKN1B)	directlyDecreases	act(bp(GO:"GO:0006914"))
3b5c6305-0baa-47f1-a1d6-3181b6cf04ec	1.0	PubMed	7040835	This apoptosis was mediated by a reduction in p27kip1 levels, inducing cell-cycle initiation.	p(HGNC:CDKN1B)	directlyDecreases	act(bp(GO:"GO:0006915"))
07d82985-e7b4-45cb-89e2-328978f7be29	1.0	PubMed	27449035	Also, we found that silencing of Cul1 leads to increased expression of p21 and p27 that could inhibit the cyclin D1 and cyclin E2 expressions and arrest cell cycle at the G1 phase.	p(HGNC:CDKN1B)	directlyDecreases	act(bp(GO:"GO:0007049"))
6a9ad01a-aade-45ab-9d4a-f0d34eb87b8a	1.0	PubMed	6144323	Abnormalities in the developing Zic1 (+/-) Zic2 (+/kd) cerebellum share the following features with those of the Zic1 (-/-) cerebellum : a preceding reduction of cell proliferation in the anterior external germinal layer, a reduction in cyclin D1 expression, and enhanced expression of the mitosis inhibitors p27 and p16, and enhancement of Wnt7a expression.	p(HGNC:CDKN1B)	directlyDecreases	act(bp(GO:"GO:0007067"))
d6a29cbb-7917-4fd1-ac55-eb07329c5f6c	1.0	PubMed	21663470	In melanoma cells, V600E BRAF leads to MEK and ERK pathway activation with concomitant transcriptional constitutive expression of cyclin-D1 and p27 downregulation in an adhesion independent manner (XREF_BIBR - XREF_BIBR).	p(HGNC:CDKN1B)	directlyDecreases	act(bp(GO:"GO:0007155"))
e10575cc-78f0-4cde-bea4-cbe51159d524	1.0	PubMed	19734935	Exogenous p27KIP1 expression induces anti-tumour effects and inhibits the EGFR/PI3K/Akt signalling pathway in PC3 cells.	p(HGNC:CDKN1B)	directlyDecreases	act(bp(GO:"GO:0007165"))
550aec9d-22da-4d78-a977-d37b238eacb6	1.0	PubMed	25587029	These results suggested that cytoplasmic p27 was not simply null with respect to function, but might promote tumorigenesis by suppressing cell death.	p(HGNC:CDKN1B)	directlyDecreases	act(bp(GO:"GO:0008219"))
bd09e841-d9b3-4f82-abda-b2f03beeaa91	1.0	PubMed	23827155	Inactivated AKT kinase downregulates cyclinD1 expression and upregulates p21 cip1 and p27 kip1 expressions, which inactivate FOXO1 phosphorylation, inhibit cell cycle conversion and attenuate the rapid proliferation of cancer cells.	p(HGNC:CDKN1B)	directlyDecreases	act(bp(GO:"GO:0008283"))
b0be0a4d-da0b-421b-94f6-a6848ef7e8b1	1.0	PubMed	7075752	Cell growth was inhibited by an increase of the cell cycle inhibitor p27KIP1 and a decrease of its ubiquitin ligase subunit Skp2.	p(HGNC:CDKN1B)	directlyDecreases	act(bp(GO:"GO:0016049"))
572fd744-c251-48ea-b4ab-514d17d5a8cc	1.0	PubMed	15652749	Altogether, these results indicated that p27 can inhibit cell migration when localized in the cytoplasm and when the cyclin-CDK binding sites and the last 28 amino acids are conserved.	p(HGNC:CDKN1B)	directlyDecreases	act(bp(GO:"GO:0016477"))
3d79fd34-da5b-4f71-89f4-9549649ea6af	1.0	PubMed	16254341	In contrast, HTLV-2 Tax (Tax2) did not detectably alter p21 or p27 gene expression, failed to induce cell cycle arrest, failed to suppress hematopoiesis in CD34 (+) cells, and did not protect cells from programmed cell death.	p(HGNC:CDKN1B)	directlyDecreases	act(bp(GO:"GO:0030097"))
59d53bc2-42ab-4f56-82b6-4425fb790316	1.0	PubMed	6291757	Generation of Mad1 and p27 (KIP1) double-null mice revealed a number of synthetic effects between the null alleles of Mad1 and p27 (KIP1), including embryonic lethality, increased proliferation, and impaired differentiation of granulocyte precursors.	p(HGNC:CDKN1B)	directlyDecreases	act(bp(GO:"GO:0030154"))
2ec8cb62-3e55-4799-8057-64c77dbf0601	1.0	PubMed	25179730	Interestingly, we found that forced expression of p21 (Cip1) or p27 (Kip1) but not p57 (Kip2) partially rescued the decreased quiescence of Fhl2 deficient LSKs (XREF_FIG).	p(HGNC:CDKN1B)	directlyDecreases	act(bp(GO:"GO:0044838"))
4fc571e7-0d99-416f-b5fc-2d1d57b390d1	1.0	PubMed	25587029	Moreover, in renal cell carcinoma cells, inhibition of the PI3K and AKT pathway reduced p27 T157 phosphorylation and restored its nuclear localization [XREF_BIBR].	p(HGNC:CDKN1B)	directlyDecreases	act(bp(GO:"GO:0051179"))
780fb6f7-fdc6-48c0-9175-1f8647839233	1.0	PubMed	25904053	Reportedly, both Cyclin D and E activate CDKs and are involved in G 1 -S transition, which is inhibited by p21 and p27.	p(HGNC:CDKN1B)	directlyDecreases	act(bp(GO:"GO:0051318"))
84c46059-3ea7-4d15-9c4d-e1f793c51dfe	1.0	PubMed	27794562	SIRT6 inhibits cellular senescence induced by p27.	p(HGNC:CDKN1B)	directlyDecreases	act(bp(GO:"GO:0090398"))
19ebbf26-9c2f-4d49-a21a-d1bd6ca2ec9a	1.0	PubMed	25594310	Depletion of p27 inhibited colon cancer cell survival, and Rheb induction of autophagy.	p(HGNC:CDKN1B)	directlyDecreases	act(bp(MESH:D002470))
b1a55df9-306f-4543-a0e2-6dde937b16c1	1.0	PubMed	15652749	The present finding that p27 cytoplasmic expression inhibits migration and invasion of tumor cells can at least in part explain this latter observation and is in accord with the finding that in sarcoma samples low cytoplasmic expression of p27 and high stathmin levels correlate with distant metastasis formation.	p(HGNC:CDKN1B)	directlyDecreases	act(bp(MESH:D009361))
a4bb2acf-e0f1-4aa2-a01e-facbfe8ef8a6	1.0	PubMed	17804714	In sum, loss of p27 activated AIB1, E2F1, Gab2, and Akt; increased cell migration and invasion; caused antiestrogen insensitivity; and promoted metastasis of breast cancer cells.	p(HGNC:CDKN1B)	directlyDecreases	act(bp(MESH:D009362))
86e01cde-7352-420a-8fe9-54fbe98d5fc2	1.0	PubMed	PMC6194573	Increasing or reducing the stability of the partially preformed alpha-helix in the isolated p27 domain with alanine or proline substitutions did not affect formation of the p27-inhibited cyclin A-Cdk2 complex in energetic terms.	p(HGNC:CDKN1B)	directlyDecreases	act(p(FPLX:"Cyclin_A"))
672c73f8-cbc3-49dc-99a3-b4ae9bae0c2c	1.0	PubMed	22441703	Binding of the cyclin dependent kinase inhibitors p21 and p27 to LMW cyclin E did not inhibit the kinase activity of cyclin E and cyclin dependent kinase 2 in primary tumor samples overexpressing LMW cyclin E. Full-length and LMW cyclin E were significantly overexpressed in grade 3 tumors compared with grade 2 tumors (p = 0.004).	p(HGNC:CDKN1B)	directlyDecreases	act(p(FPLX:"Cyclin_E"))
1e892417-5856-4b6f-8ca2-3a78a372909c	1.0	PubMed	19170105	We note that p21 CIP1 and WAF1, p27 KIP1 and p57 KIP2 can each block histone H4 gene promoter activity in a dose dependent manner when exogenously expressed at higher levels, although p57 KIP2 still remains more effective than p27 KIP1 or p21 CIP1 and WAF1 (data not shown).	p(HGNC:CDKN1B)	directlyDecreases	act(p(FPLX:"Histone_H4"))
6717fd06-b97f-4007-9333-9c716607901b	1.0	PubMed	17431674	These findings, overall, suggest that Skp2 may play an important role in ACC development through the down-regulation of p27 and that Skp2 siRNA can be a novel modality of cancer gene therapy for suppression of p27 down-regulation in ACC.	p(HGNC:CDKN1B)	directlyDecreases	act(p(FPLX:ACC))
210e8676-8ede-4143-90ec-3ca4d5f34f2c	1.0	PubMed	23827155	Inactivated AKT kinase downregulates cyclinD1 expression and upregulates p21 cip1 and p27 kip1 expressions, which inactivate FOXO1 phosphorylation, inhibit cell cycle conversion and attenuate the rapid proliferation of cancer cells.	p(HGNC:CDKN1B)	directlyDecreases	act(p(FPLX:AKT))
8d200a79-d54e-42e7-82db-7f6f2652cefe	1.0	PubMed	20837141	The cytoplasmic forms of p27 interact both and in cells with RhoA, prevent RhoA interaction with guanine nucleotide exchange factors and decrease actin stress fibber polymerization and stability.	p(HGNC:CDKN1B)	directlyDecreases	act(p(FPLX:Actin))
a9c531f0-8d73-4570-adb8-574cc2387415	1.0	PubMed	12527559	CDKIs in the cip and kip family, p21 (Cip1 and Waf1) and p27 (Kip1), have been shown to negatively regulate the G1 cyclins and their partner cyclin dependent kinase proteins, resulting in BMP mediated growth arrest.	p(HGNC:CDKN1B)	directlyDecreases	act(p(FPLX:BMP))
17379ad1-66eb-4274-98e4-3568a49a72df	1.0	PubMed	PMC4388597	The inhibition of G1 cyclin-dependent kinases by p27Kip1 could cause a reduction of phosphorylation of key substrates and inactivation of transcription factors essential for entry into S phase.	p(HGNC:CDKN1B)	directlyDecreases	act(p(FPLX:CDK))
8b491461-9323-42ac-85cb-4c0fe3515014	1.0	PubMed	21558842	S-phase kinase associated protein 2 (Skp2) is a member of mammalian F-box proteins, which displays S-phase-promoting function through ubiquitin mediated proteolysis of the cyclin dependent kinase inhibitor, p27.	p(HGNC:CDKN1B)	directlyDecreases	act(p(FPLX:CDKN))
260df44a-6976-41c5-951a-b57f54a1eab8	1.0	PubMed	26319102	As p27 inhibits both Cyclin D-Cdk4/6 and Cyclin E-Cdk2, the RB-Skp2-p27 connection serves to enforce G1 arrest.	p(HGNC:CDKN1B)	directlyDecreases	act(p(FPLX:Cyclin))
4006276b-b4f5-473d-965a-0220b1ca6247	1.0	PubMed	28103512	The underlying mechanism involved increased cyclin D1, cyclin E, CDK 2, CDK 4, and pRb expression and decreased levels of the cyclin dependent kinase inhibitors p21 and p27, which were blocked by inhibitors of the upstream signaling molecules MAPK and PI3K and Akt.	p(HGNC:CDKN1B)	directlyDecreases	act(p(FPLX:ERK))
782103ea-f5f6-4c02-94f2-07d28e02d36e	1.0	PubMed	21423214	Moreover, tyrosine phosphorylation of p27 (Kip1) is impaired and p27 (Kip1) expression is restored upon JAK2V617F inactivation by small hairpin RNA mediated knockdown or by the pyridone containing tetracycle JAK inhibitor-I, indicating that direct phosphorylation of p27 (Kip1) can contribute to hyperproliferation of JAK2V617F transformed cells.	p(HGNC:CDKN1B)	directlyDecreases	act(p(FPLX:JAK))
fe6571df-2fe0-4662-9f24-4455520e5e7d	1.0	PubMed	25121353	A key point is how p27 Kip1 might inhibit JNK activity.	p(HGNC:CDKN1B)	directlyDecreases	act(p(FPLX:JNK))
cbf85ec8-3306-40f4-9f9d-ebfedc7177b9	1.0	PubMed	15998794	Neither constitutive loss of p27Kip1 nor constitutive activation of Notch results in myeloid cell transformation or myeloid cell leukemia, suggesting the presence of other negative regulators in the myeloid lineage.	p(HGNC:CDKN1B)	directlyDecreases	act(p(FPLX:Notch))
e4330572-ace6-4e69-957f-07711b40a656	1.0	PubMed	28103512	The underlying mechanism involved increased cyclin D1, cyclin E, CDK 2, CDK 4, and pRb expression and decreased levels of the cyclin dependent kinase inhibitors p21 and p27, which were blocked by inhibitors of the upstream signaling molecules MAPK and PI3K and Akt.	p(HGNC:CDKN1B)	directlyDecreases	act(p(FPLX:PI3K))
826cdb97-8eaa-4f1b-8aee-7c6abeec3b34	1.0	PubMed	19490896	Knockdown of p28, S5b, or p27 reduced the peptidase activity of the 26S proteasome by approximately 20%-35% compared to the control RNAi (A) and caused accumulation of ubiquitinated proteins (B, bottom), confirming that these chaperones are truly involved in the integrity of the 26S proteasome.	p(HGNC:CDKN1B)	directlyDecreases	act(p(FPLX:Proteasome))
0cf54c9c-6cf3-4f93-8827-9adf78fae7a7	1.0	PubMed	6791495	A transient-transfection approach was employed to show that p27 can inhibit Ras activation by targeting GRB2 and further revealed that the CDK and GRB2 inhibitory functions of p27 are separable and distinct.	p(HGNC:CDKN1B)	directlyDecreases	act(p(FPLX:RAS))
812340ba-a425-4879-928b-725066e378cc	1.0	PubMed	15652749	Our data support the possibility that p27 interferes with the ability of stathmin to sequester the free tubulin heterodimers, and this function seems to affect interphase MTs rather than the mitotic spindle catastrophe.	p(HGNC:CDKN1B)	directlyDecreases	act(p(FPLX:Tubulin))
64d8a24b-27ca-42ca-8df8-55c97790afc1	1.0	PubMed	26279144	The phosphorylation of p27 at Thr by cyclin E-CDK2 is recognized by the F-box protein SKP2, a subunit of the SCF E3 ubiquitin ligase (SCF), and thus triggers ubiquitin dependent degradation in the nucleus (A).	p(HGNC:CDKN1B)	directlyDecreases	act(p(FPLX:Ubiquitin))
c5dba2d6-6ac4-4690-82df-0506a1a4e035	1.0	PubMed	21209944	It induces death receptors (DR4 and DR5) and cell cycle inhibitor p27 / KIP1, upregulates Bax, inhibits antiapoptotic Bcl-2 protein and markers of cell proliferation (PCNA and Ki67), metastasis (MM2 and MMP7) and angiogenesis (VEGF and VEGF-R2).	p(HGNC:CDKN1B)	directlyDecreases	act(p(FPLX:VEGF))
65dfe2f5-7051-44d8-9be2-01419d9a8b9b	1.0	PubMed	18570873	Knockdown of SGK1 impaired p27 phosphorylation at T157 following activation of cellular mTORC1 by refeeding of amino acid starved-cells.	p(HGNC:CDKN1B)	directlyDecreases	act(p(FPLX:mTORC1))
953226c8-95ea-428d-8b6c-dff9b76c7cd8	1.0	PubMed	16968694	Ras stimulated ATR activity, as evidenced by Chk1 and p53 phosphorylation, was blocked by p27, suggesting that cell cycle progression triggers checkpoint activation, likely as a consequence of replication stress.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:ATR))
e195070f-54cc-40b7-b1a0-c712bb027427	1.0	PubMed	25412315	To further define the senescence process triggered by BIS depletion, we investigated activation status of several hallmarks of senescence following BIS knockdown, including p53, p21, p27 and pRB.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:BAG3))
fcef6e31-b364-437e-afa7-ab46f163a911	1.0	PubMed	21209944	It induces death receptors (DR4 and DR5) and cell cycle inhibitor p27 / KIP1, upregulates Bax, inhibits antiapoptotic Bcl-2 protein and markers of cell proliferation (PCNA and Ki67), metastasis (MM2 and MMP7) and angiogenesis (VEGF and VEGF-R2).	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:BCL2))
53f9d780-9b8a-4c1b-b88a-66d2d36c10f6	1.0	PubMed	24008725	Livin knockdown induced cell cycle arrest by a decrease in cyclin D1, cyclin dependent kinase 4 and 6 and an increase in expression of p21 and p27.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:BIRC7))
d2fffc41-5e14-477c-a9e6-e0cb712bfe76	1.0	PubMed	22797726	We show that Pax5 mediates down-regulation of Blk by BCR-ABL through c-Myc and that p27 mediates the inhibitory effect of Blk on LSCs, although it is likely that there are other downstream Blk target genes.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:BLK))
d21eba1b-c5fb-45c5-b0d3-5950ce10cadf	1.0	PubMed	26254224	Further p27 knockdown in these COP1 knockdown cells reverses COP1 shRNA mediated reduction of tumorigenicity.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:CARD16))
3e655031-c32a-47a4-bad8-6492ac5c36f1	1.0	PubMed	19341793	Knockdown of p21 and p27 attenuates the antiproliferative effect of catalase.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:CAT))
94fcf145-c758-4191-8450-94ff31573262	1.0	PubMed	PMC6482686	Whereas inhibition of cyclin D1-Cdk4 and cyclin A2-Cdk2 by p27(Xic1) has been linked to cell cycle arrest and prevention of apoptosis in embryos irradiated post-MBT, distinct roles for these complexes during apoptosis are evident in embryos irradiated pre-MBT.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:CCNA2))
ffabbc26-0602-499d-9050-525401417851	1.0	PubMed	PMC6482686	Whereas inhibition of cyclin D1-Cdk4 and cyclin A2-Cdk2 by p27(Xic1) has been linked to cell cycle arrest and prevention of apoptosis in embryos irradiated post-MBT, distinct roles for these complexes during apoptosis are evident in embryos irradiated pre-MBT.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:CCND1))
e23fbb8e-f0c0-4cc1-8606-39250f6db127	1.0	PubMed	PMC4536832	High concentrations of p27 inhibited cyclin D2-Cdk4, apparently by conversion of active complexes into inactive ones by the binding of additional p27 molecules.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:CCND2))
b27431a4-1b47-4387-9cb1-5f10ed4ec03c	1.0	PubMed	24098519	Results show that cytoplasmic p27 kip1 (p27 kip1 S10D) reduced the RhoA-GTP levels in CD34 + cells obtained from chronic phase CML (XREF_FIG) indicating that cytoplasmic p27 kip1 indeed reduces RhoA activity.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:CD34))
c2873cef-63c1-42c4-b6a3-7cef1f926dd8	1.0	PubMed	24356446	p27 is a CDK inhibitor of the Cip and Kip family, and it peaks during early G1 phase (XREF_BIBR; XREF_BIBR).	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:CD59))
48541ccf-8d46-4e2a-a923-f8e85092cbdb	1.0	PubMed	21423803	As shown in XREF_FIG both p27 1-170 and p27 T198V were unable to properly inhibit HT-1080 and U87MG cell migration through a FN coated transwell while the pseudo phosphorylated mutant p27 T198E displayed an activity similar to the WT protein (XREF_FIG and data not shown).	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:CDC123))
95c409ec-e0b3-4e03-b79d-a87b9d1d4064	1.0	PubMed	23314229	Western blot analysis showed that TPL promoted the expression of p21 and p27 but inhibited that of cyclinA and CDC25A, leading to Sphase arrest.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:CDC25A))
5d7718bd-c0b8-421a-8b55-cd37097b7a6f	1.0	PubMed	25684140	Stable p27 knockdown in 4175 increased E-cadherin, and decreased vimentin and Twist1 (XREF_FIG).	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:CDH1))
739bcaa5-7420-494a-acd8-a0692d9683b4	1.0	PubMed	20160477	1 In late G 1, after the cell has committed to the next round of cell division, p27 is eliminated via SCF Skp2 to allow activation of Cdk1 and Cdk2 and, consequently, promote progression through the subsequent phases of the cell cycle.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:CDK1))
15564d95-8e7b-4ad5-ae6c-6a0edd662e92	1.0	PubMed	22441703	Binding of the cyclin dependent kinase inhibitors p21 and p27 to LMW cyclin E did not inhibit the kinase activity of cyclin E and cyclin dependent kinase 2 in primary tumor samples overexpressing LMW cyclin E. Full-length and LMW cyclin E were significantly overexpressed in grade 3 tumors compared with grade 2 tumors (p = 0.004).	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:CDK2))
9e67cc29-b96f-4aea-bda7-1e4bec6f44fb	1.0	PubMed	PMC6482686	Whereas inhibition of cyclin D1-Cdk4 and cyclin A2-Cdk2 by p27(Xic1) has been linked to cell cycle arrest and prevention of apoptosis in embryos irradiated post-MBT, distinct roles for these complexes during apoptosis are evident in embryos irradiated pre-MBT.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:CDK4))
5abdfb4d-5ab2-4c55-94a3-08cca328aa1f	1.0	PubMed	15890360	While Cdk5 and p25 is not naturally inhibited by p21 or p27, based on the insights into structure and function relationships presented here, it may be possible in the future to re-engineer a CKI to target Cdk5 and p25 rather than cell cycle Cdk complexes.Previous studies of the interaction of p27 with Cdk2 and cyclin A revealed that the first step in the interaction is binding of p27 to cyclin A.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:CDK5))
1cc74e8a-367f-49ed-8663-614a10e91729	1.0	PubMed	11374878	We found that p27 (Kip1) overexpression inhibits cdk2 kinase activity, but not cdk6 kinase activity in HeLa cells.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:CDK6))
a74e582e-3a47-4fd3-9a03-9ab131914efb	1.0	PubMed	5491021	Taken together, these results show that anchoring of p27 or p21 KIPs to cyclin E via the N-terminal LFG containing motif can block CAK access to its cdk2 and cyclin E substrate.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:CDK7))
7f43774a-0468-40e3-9110-2af520d5430b	1.0	PubMed	22155250	In HCC cells with either transient or stable overexpression of FUT6 (Figs. 2C and 4A), we detected a significant reduction of p21, but not p27, suggesting that FUT6 may release the break from CDK inhibitors and therefore accelerate HCC growth.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:CDKN1A))
22874edc-4f65-4f59-9eb0-fb3f637e9100	1.0	PubMed	9111314	As cdk4- and cdk6 associated p15INK4B increased during TGF-beta arrest of sensitive cells, there was a loss of cyclin D1, p21Cip1, and p27Kip1 from these kinase complexes, and cyclin E-cdk2-associated p27Kip1 increased.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:CDKN1B))
fc93d075-8e52-414a-a7b1-9421e4d546f4	1.0	PubMed	10397455	Of the 17 HCCs in which p27, p21 and p16 were all studied, 15 (88%) showed at least one of the events (reduced p27 mRNA expression, reduced p21 mRNA expression or p16 inactivation).	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:CDKN2A))
decd388d-b97e-4ab1-9d78-bea37b288375	1.0	PubMed	23602409	Although this effect was variable, further analysis revealed that the amount of nuclear p27, a negative regulator of G1-S cell-cycle transition and ErbB2 induced mammary tumorigenesis (XREF_BIBR), was consistently elevated in IKKalpha silenced MT2 cells, whereas cytoplasmic p27 was barely affected (XREF_FIG).	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:CHUK))
f8e3cd64-6c14-4d82-be2d-a1c41712f7b5	1.0	PubMed	12119282	Jab1 co-activation of c-Jun is abrogated by the serine 10 phosphorylated form of p27Kip1.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:COPS5))
54ee5108-2525-436c-8307-9d8435d55601	1.0	PubMed	15713665	Inhibition of endogenous p27 expression by siRNA increases E2F1 transcriptional activity and permits accelerated cell cycle progression by exogenous E2F1.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:E2F1))
6769e702-6285-47ea-88dd-63938d8fa30c	1.0	PubMed	25121353	This relationship was also found in various human cancer tissues, and was not only just correlative but also causal; depletion of p27 Kip1 in MEF (mouse embryonic fibroblast) cells resulted in markedly elevated EGFR expression, a result reproducible with an Egfr promoter-luciferase reporter in both T24 and MEF cells, suggesting transcriptional repression of EGFR by p27 Kip1.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:EGFR))
8a8bf0ac-f60a-4b5e-9f29-7845f95067c6	1.0	PubMed	17586698	Neutrophil elastase inhibition of cell cycle progression in airway epithelial cells in vitro is mediated by p27kip1.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:ELANE))
b155258d-afd5-4377-aa9d-8710edd9ce1a	1.0	PubMed	16365885	Significantly, a modified protein (p27 T187ADeltaJAB) reduced the tumor volume in a HER2 overexpressing tumor model efficiently.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:ERBB2))
34458b09-1783-4490-993d-408be525c6ba	1.0	PubMed	22820506	Overexpression of p27 protein level dramatically decreased E2 dependent transcriptional activity of ERalpha compared to that in the vector control (A).	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:ESR1))
210f1bac-fbc7-4201-9d7c-b1ecdc7b43e2	1.0	PubMed	19351827	Transfected p27 Kip1 LNCaP cells inhibited the stimulation effect of thrombin, XREF_FIG or TFLLRN (XREF_FIG) on cell cycle activation.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:F2))
e2d22d8a-680c-4269-a268-037204033b5f	1.0	PubMed	25179730	Interestingly, we found that forced expression of p21 (Cip1) or p27 (Kip1) but not p57 (Kip2) partially rescued the decreased quiescence of Fhl2 deficient LSKs (XREF_FIG).	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:FHL2))
98da8be9-3bf5-4f21-8cfc-0fadb2f8ebbc	1.0	PubMed	23576572	H. pylori and CagA inhibited the expression of p27 (Kip1) (CDKN1B) and promoted cell proliferation by upregulating FoxM1.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:FOXM1))
4f26d7a4-f55c-4cfc-841f-7814d34730cf	1.0	PubMed	25093499	In human umbilical vein endothelial cells (HUVEC), cytochrome P450 derived epoxyeicosatrienoic acids (EETs) stimulated cell proliferation through phosphatidylinositol 3-kinase/Akt-dependent phosphorylation, inactivation of FOXO3a and inhibiting expression of p27 Kip1 XREF_BIBR.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:FOXO3))
17eefbd2-f7ea-42c2-a355-5cba45dcf716	1.0	PubMed	15890360	While Cdk5 and p25 is not naturally inhibited by p21 or p27, based on the insights into structure and function relationships presented here, it may be possible in the future to re-engineer a CKI to target Cdk5 and p25 rather than cell cycle Cdk complexes.Previous studies of the interaction of p27 with Cdk2 and cyclin A revealed that the first step in the interaction is binding of p27 to cyclin A.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:HRES1))
31a030e3-8e87-4192-80aa-c7dc400bd64c	1.0	PubMed	26911146	Moreover, loss of p15 and p27 function could largely rescue the anti-proliferation effect of KDM5B depletion on HCC cells, although the recovery was not 100% efficient compared with control cells.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:KDM5B))
1bf3ee7f-2906-4be1-bdf9-66962ddf681c	1.0	PubMed	21209944	It induces death receptors (DR4 and DR5) and cell cycle inhibitor p27 / KIP1, upregulates Bax, inhibits antiapoptotic Bcl-2 protein and markers of cell proliferation (PCNA and Ki67), metastasis (MM2 and MMP7) and angiogenesis (VEGF and VEGF-R2).	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:KDR))
5bdf93eb-b0da-4e6d-b7c9-8bf5f5c1504d	1.0	PubMed	8033213	Overexpressionof p27 ArrestsCells in Gl Since p21 arrests cells in Gl when overexpressed (Harper et al., 1993), we tested whether p27 overexpressioncould arrest cell cycle progression.For this purpose, the p27 coding region was inserted into a mammalianexpression vector, which was then cotransfectedwith an expression vector for the B cell surfaceprotein CD20 into growing Saos-2 cells.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:LIPF))
b657f2e6-68cf-42e9-af71-21ce8dd4a1b4	1.0	PubMed	17710155	The cyclin dependent kinase inhibitor p27 (CDKN1B) is a downstream target of menin and has been recently shown to be responsible for the multiple endocrine neoplasia like syndrome in rats, where affected ani-mals develop multiple tumors and hyperplasia in en-docrine tissues, including the pancreatic islets of Langerhans.	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:MEN1))
debc2d05-0cfb-4320-a77f-abf6680ee878	1.0	PubMed	21209944	It induces death receptors (DR4 and DR5) and cell cycle inhibitor p27 / KIP1, upregulates Bax, inhibits antiapoptotic Bcl-2 protein and markers of cell proliferation (PCNA and Ki67), metastasis (MM2 and MMP7) and angiogenesis (VEGF and VEGF-R2).	p(HGNC:CDKN1B)	directlyDecreases	act(p(HGNC:MMP7))
